Bochum.UTCModJulian       MareCrisium.BochumTopo.X   MareCrisium.BochumTopo.Y   MareCrisium.BochumTopo.Z   MareCrisium.BochumTopo.VX   MareCrisium.BochumTopo.VY   MareCrisium.BochumTopo.VZ   MareCrisium.DwingelooTopo.X   MareCrisium.DwingelooTopo.Y   MareCrisium.DwingelooTopo.Z   MareCrisium.DwingelooTopo.VX   MareCrisium.DwingelooTopo.VY   MareCrisium.DwingelooTopo.VZ   Bochum.MareCrisiumTopo.X   Bochum.MareCrisiumTopo.Y   Bochum.MareCrisiumTopo.Z   
30736.82210648148         -16831.43493972491         358701.1164642087          33953.18388464546          19.38472659628771           -0.8946828880907385         16.10779435230778           -19823.65685222751            358833.1838417504             31334.68065680613             19.77640534723342              -0.5444243110355851            15.64054076081694              60102.89984107266          -317667.1869917078         159930.6305564196          
30736.82222222222         -16637.59029874809         358692.081101557           34114.25972529664          19.38420194337574           -0.9123893337099798         16.10737130593426           -19625.8944934146             358827.6510266785             31491.08476944161             19.77606669647785              -0.5621384125088789            15.64027928416611              60104.23795899071          -317664.1382646564         159929.9128132765          
30736.82233796296         -16443.75094684462         358682.8686766897          34275.3313017551           19.38366756071199           -0.9300952724321288         16.10694049936781           -19428.13556447695            358821.9410720778             31647.48623460424             19.77571812657067              -0.5798521800814973            15.64001028125791              60105.57629228046          -317661.090446395          159929.1933268175          
30736.8224537037          -16249.91699351342         358673.4791953026          34436.39852628096          19.3831234486286            -0.9478006943923345         16.10650193287361           -19230.3801770548             358816.0539816937             31803.88496718704             19.77535963774107              -0.5975656038836317            15.63973375226652              60106.9148411291           -317658.0435380117         159928.472098323           
30736.82256944444         -16056.08852386044         358663.9126620141          34597.46133140232          19.38256960739493           -0.965505591953815          16.10605560666621           -19032.62841790299            358809.9897586348             31960.28090176266             19.77499123017895              -0.6152786762744566            15.63944969733576              60108.25360549392          -317654.9975408893         159927.7491277985          
30736.82268518519         -15862.26564125714         358654.1690824076          34758.51963446967          19.38200603733605           -0.9832099558114034         16.10560152100502           -18834.88039241228            358803.7484066449             32116.67395816545             19.77461290411251              -0.6329913879439175            15.63915811663892              60109.59258550444          -317651.9524561882         159927.0244162072          
30736.82280092593         -15668.4484490937          358644.2484621804          34919.57335281823          19.38143273878327           -1.000913776658233          16.10513967615443           -18637.13620599381            358797.329929581              32273.06405621383             19.77422465977629              -0.6507037295801636            15.6388590103541               60110.93178110596          -317648.9082853823         159926.2979639656          
30736.82291666667         -15474.63698563637         358634.1508151736          35080.62235857831          19.38084971253427           -1.01861704667337           16.10467007272409           -18439.39590013846            358790.7343397593             32429.45106889071             19.77382649789581              -0.6684156933490619            15.63855237900574              60112.27119277745          -317645.865030098          159925.5697727847          
30736.82303240741         -15280.83145399584         358623.8761295823          35241.66668486022          19.38025695791659           -1.036319756366592          16.10419271023049           -18241.6596769559             358783.9616234562             32585.83503431372             19.77341841768213              -0.6861272697728036            15.63823822204708              60113.61082012046          -317642.8226901466         159924.8398419126          
30736.82314814815         -15087.03189245195         358613.4244194031          35402.70620378317          19.37965447573637           -1.054021897915745          16.10370758929004           -18043.92757795255            358777.0117931432             32742.2158254537              19.77300041986936              -0.7038384510158928            15.63791654000909              60114.95066333848          -317639.7812676243         159924.1081722403          
30736.82326388889         -14893.23841047073         358602.7956910226          35563.74082763342          19.37904226636373           -1.071723461459054          16.10321471019821           -17846.19971474271            358769.8848532569             32898.59335722313             19.77257250472546              -0.7215492272109238            15.63758733309533              60116.29072252558          -317636.740763772          159923.374764781           
30736.82337962963         -14699.45109311488         358591.9899495899          35724.77048897395          19.37842033009721           -1.08942443936376           16.10271407319282           -17648.47617404301            358762.5808074373             33054.96756422408             19.7721346724701               -0.7392595907205702            15.63725060147222              60117.63099782218          -317633.7011796561         159922.6396200932          
30736.82349537037         -14505.67004984312         358581.0072016902          35885.79510009662          19.37778866731785           -1.107124821768762          16.10220567857806           -17450.75706746256            358755.0996603199             33211.33836137291             19.77168692338234              -0.7569695316779108            15.63690634535179              60118.97148923008          -317630.6625166733         159921.9027389183          
30736.82361111111         -14311.89536575196         358569.8474526271          36046.81459353746          19.37714727833269           -1.124824601038294          16.10168952659852           -17253.04248175408            358747.4414156987             33367.70568324413             19.77122925769049              -0.7746790424424552            15.63655456490698              60120.3121968894           -317627.6247758891         159921.1641218164          
