2002SN,0.377814,2.6847
2002XA,0.622567,4.6013
2002BJ2,0.654151,3.3889
2002ET11,0.532825,3.6666
2002XW4,0.501203,3.6367
2002MX,0.796549,4.5025
2002LK,0.148497,1.267
2002PY39,0.486379,3.0298
2002HP11,0.76542,3.6495
2002SF,0.390718,2.9621
2002RS129,0.329005,1.3701
2002XB,0.237475,1.1213
2002GN5,0.289991,2.0691
2002BM5,0.298812,2.0064
2002BM,0.616519,4.1042
2002AC9,0.560465,2.6588
2002QG46,0.630999,3.9616
2002BM26,0.444295,2.6473
2002XT90,0.223869,1.2603
2002UV36,0.598944,3.9259
2002GR,0.20755,1.4506
2002TZ59,0.844474,4.8527
2002AD29,0.473491,2.5858
2002RO137,0.451964,3.1276
2002CB26,0.723543,3.3607
2002CX58,0.660557,4.6497
2002AE29,0.608798,3.8044
2002XS90,0.241779,1.0056
2002VX91,0.201227,1.182
2002DC3,0.402688,2.3855
2002NY40,0.707771,3.5016
2002GJ1,0.501243,2.9948
2002EX8,0.548197,2.9295
2002BG,0.164208,1.5351
2002LR24,0.202657,1.5076
2002VX17,0.570167,3.8776
2002TY59,0.233294,1.2559
2002AH29,0.561011,3.7621
2002XF40,0.426176,2.3972
2002VT94,0.590516,4.8937
2002PX39,0.593618,3.9185
2002LG3,0.749211,4.1245
2002AV,0.657105,4.0979
2002PW39,0.494264,3.3047
2002JS2,0.82784,3.8827
2002XU4,0.141221,1.5178
2002JE9,0.416747,1.513
2002QE47,0.365385,2.4967
2002PE130,0.624474,4.1448
2002PN6,0.444564,3.2792
2002MR3,0.618007,2.427
2002XO14,0.646317,4.5884
2002TB69,0.40328,2.9614
2002AT4,0.446175,2.7004
2002VP85,0.380232,2.3771
2002EH1,0.422622,3.1927
2002DH2,0.541057,3.1609
2002VR94,0.558858,3.7125
2002EY2,0.486317,2.5645
2002XQ40,0.351165,1.4523
2002AK14,0.105719,1.124
2002EV,0.581718,3.8856
2002CC26,0.539027,3.4747
2002TR67,0.341642,2.104
2002KM3,0.343481,1.6998
2002FP5,0.299395,2.262
2002KK8,0.466002,2.8643
2002EW,0.787709,2.7944
2002VU114,0.285772,1.5182
2002VS14,0.302134,1.3138
2002AS4,0.801876,2.2835
2002FW1,0.342584,1.1051
2002RB,0.434773,3.1494
2002AY3,0.349991,2.255
2002NW,0.668823,2.6904
2002OY21,0.668932,2.2608
2002KK3,0.567267,3.8385
2002PO6,0.518011,3.3945
2002AN129,0.522702,2.7545
2002YR5,0.575754,4.0755
2002RT129,0.75424,3.2135
2002AQ2,0.607511,4.2782
2002FQ5,0.588442,3.0422
2002XS14,0.498255,3.0077
2002TA60,0.522152,1.7553
2002PE43,0.500415,3.1024
2002GZ8,0.639765,4.6329
